rfi_number,project,trade,co_amount,current_score,applicability,actionability,root_cause_clarity,specific_action,summary,flag,question_text
RFI-2006,Southline Office,,22439.0,4,narrow,medium,partial,Ensure caulking specifications are clearly defined in future projects to avoid confusion.,Clarification on caulking requirements at material intersections is essential for aesthetic consiste,,Reference: SLP1 - RFI 2006 - PSD Elevator and Stair Tower Plaster Caulking Confirmation ACC Punch Item #5078 and #5471 Attached Pictures Background: Please refer to the attached pictures for clarity on the exact locations that are to receive caulking in the elevator and stair tower. Question: Please
RFI-1407,Southline Office,"architectural, landscaping",21963.0,N/A,,,,,,,"REF: Site - B2 Current Set 14/L80.4 POST TO: Site - B2 Current Set 14/L80.4 Per detail 14/L8.04, only the product for the hollow log site furnishing is shown. Please provide a detail for the hollow log foundation."
RFI-0116,Southline Office,,21915.0,N/A,,,,,,,"Reference attachment. Q1. At the level 2 canopy area, the HSS 10X6X1/2"" are framed with a W30x173 girder, and we have to provide the continuous L6X6 angle with the outrigger per detail-12/S5.50 for the deck support. Please advise on the arrangement of the outrigger and L6X6 continuous angle at this "
RFI-0139,Southline Office,"plumbing, structural",21915.0,N/A,,,,,,,Ref: P4.06 (dated 11.22.22) Please see the attached drawing showing plumbing penetrations through the beams of level 6 on building 1. Please confirm these penetration locations are acceptable.
RFI-7,Silicon Valley Office,"architectural, fire alarm, mechanical, structural",21907.0,N/A,,,,,,,Service Elevator 337 Hoistway Vent Clarification
RFI-1251,Southline Office,"architectural, fire_protection",21903.0,4.5,category_specific,medium,clear,Ensure that all doors in smoke control areas are equipped with adjustable door sweeps as per code re,The RFI highlights the importance of including adjustable door sweeps for smoke control compliance.,,"Reference: SLP1 - RFI1251 - B1 Stairs and Stair Vestibule Add of Door Sweeps Due to Smoke Control Report Confirmation Southline - B1 Smoke Control Report Excerpt Sheet A9.20 DES Hardware Schedule Excerpt Submittal SLP1 - 3938-081113-R1 - Doors, Frames and Hardware Shop Drawings_R2 Background: Per th"
RFI-1894,Southline Office,architectural,21857.0,4,narrow,medium,partial,Ensure that embed installations are verified against design tolerances during preconstruction.,The RFI highlights an issue with bollard embed tolerances and acceptable corrective measures.,,"Reference: SLP1 - RFI 1894 - PSD Remediation for Depressed Bollard Embeds Confirmation Glazier Bollard Embed Shop Drawings Email conversation between DES and DPR Issue Detail Created 08.01.2024 Background: Prior to deck pours, bollard embeds were installed per the design drawings. Per ACI, the surfa"
RFI-1483,Southline Office,"architectural, landscaping",21814.0,N/A,,,,,,,"REF: Site - B2 Current Set: L8.06 POST TO: Site - B2 Current Set: L8.06 Please review the attached file. Per constructability coordination meeting on 03/12/24, DPR and DES discussed several questions regarding the details of the decorative fence and gate to be installed between Buildings 1 and 2. Pl"
RFI-0286,Southline Office,,21360.0,N/A,,,,,,,"Reference: SLP1 - RFI0286 - B1 Lavatory Counter Support Configuration & Spacing Confirmation Q1: On details 2/A4.10 and 4/A4.10 show (2) lavatory counters for men and women at each level. Per sheet A9.40, no cut sections for the configuration of these counter support brackets were provided. Please c"
RFI-0286.2,Southline Office,"plumbing, structural, architectural",21360.0,4,category_specific,medium,partial,Ensure all structural connection details are clearly specified in submittals to avoid ambiguity.,Clarification of paint specifications and connection details for lavatory counter supports is necess,,"Ref: ASK-01 (DES Lavatory Drawing dated 08.24.23): Submittal 3849-055000-0-B1 Lavatory Counter Supports_R1 Post: 2&4/A4.10, 20/A9.40 Per comments on the approved Lavatory Counter Supports Submittal, please confirm the following: 1. Per note on approved submittal, please confirm the paint color for t"
RFI-0935,Southline Office,,21230.0,4,category_specific,medium,partial,Ensure coordination between structural and electrical designs for shear walls in future projects.,This RFI highlights the need for better coordination between structural and electrical requirements ,,B2 - Structural - Shear Wall Electrical Rough In Requirements
RFI-2002,Southline Office,"architectural, electrical, mechanical, structural",21153.0,4,category_specific,medium,partial,Implement a checklist item to verify the alignment of prefabricated elements with design plans durin,This RFI underscores the need for thorough verification of prefabricated components against design s,,"Ref: RFI-1269, Submittal 4234, A3.01 The ceiling fan for the Group Exercise room mounts directly to the electrical j-box that is recessed in the mass timber roof deck. The location of the 4"" penetration for the recessed electrical j-box was prefabbed into the mass timber roof deck per reviewed submi"
RFI-227,Silicon Valley Office,structural_steel,20916.0,N/A,,,,,,,"The bolt passing through the holes in the beam needs to be centered to allow for the minimum required 1 1/2"" wood plugs on both sides. Currently, when we tighten the nut, the bolt is off-center, which prevents the 1 1/2"" plug from fitting on one side. To center the bolt in the beam, DPR Concrete rec"
RFI-35,Silicon Valley Office,,20871.0,5,,high,,Implement rigorous inspection protocols to ensure columns are plumb before proceeding with further c,The out-of-plumb condition of the column poses critical structural and safety risks requiring signif,,"Ref: Attached RFI-035 Markup Question: Existing W14x99 is out of plumb. To bring bottom of column back in alignment, it is proposed to: 1) Remove the grout at the bottom of existing column. 2) Loosen anchor bolts and separate the column from baseplate. Due to there being no welded bottom connection "
RFI-0831,Southline Office,"fire_protection, structural",20539.0,N/A,,,,,,,"Ref: FP1.01 (PSD SFFD Comments dated 04.07.23); S7.00 (PSD SI-04 dated 06.07.23) Post: S7.00, S2.02 (PSD SI-04 dated 06.07.23) This is confirming RFI. Please confirm that the steel beam penetration at L1 Stair Tower 1 is acceptable. The size of the penetration is 2""."
RFI-0300,Southline Office,,20279.0,N/A,,,,,,,Reference: SLP1 - RFI 0300 - B1 Service yard access ladder detail clarification 0612-07-1416-0: B1 Cold-Fuid-Applied Waterproofing Shop Drawings Q1: Keynote 124 calls out for an access hatch and SS access ladder. Please provide a connection detail for access ladder. Q2: DES comment states that acces
RFI-263,Silicon Valley Office,,20199.0,N/A,,,,,,,"Ref: Attached RFI markup; GLT panels over the wedge area are not sitting flush over wedge steel (i.e. there are various gaps between top of steel and bottom of panel). Given as built information, please provide structural solution to get wedge steel and GLT panels in alignment and to intended elevat"
RFI-1513,Southline Office,,20027.0,N/A,,,,,,,B1 L1 Soffit at Control Damper Detail
RFI-93,Silicon Valley Office,,19722.0,N/A,,,,,,,Fire Pump Room Water Flow Bell
RFI-1285,Southline Office,electrical,19198.0,N/A,,,,,,,"Reference: SC2.01 Per coordination with Sprig, WBE, and DPR, DES design team please advise on the following: 1. Layout dimensions for all security cameras inside the building. 2. Layout dimensions and heights for all security cameras mounted to the exterior building face."
RFI-1024,Southline Office,"architectural, concrete",18562.0,N/A,,,,,,,"Ref: A2.03S Due to discrepancies in slab plan as well as incorrect layout, please confirm it is acceptable to bush slab 1"" down at depressions for balcony pavers to meet design intent to have pavers go below terracotta system. Please see attached for more information."
RFI-0942,Southline Office,"concrete, structural",18562.0,N/A,,,,,,,Ref: A2.07S (SI-05 dated 07.14.23) Post: A2.07S (SI-05 dated 07.14.23) The drains located at the floating slab were set in the incorrect location (See attached drawing). Due to this the highlighted end (yellow) will not be able to slope to these drains. It it proposed to float the slab with high str
RFI-1278.1,Southline Office,,18349.0,N/A,,,,,,,"Referenced Documents: E1.00, A5.11 Question: Per RFI response 1278, DES confirmed the preferred method of attachment as well as confirmed the E19 layout along the west elevation, however, based on the force of the tension cables additional reinforcement within the walls will be required to accommoda"
RFI-1550,Southline Office,architectural,18349.0,N/A,,,,,,,"Referenced Documents: E1.00, A5.11, 2/A8.02 email correspondence with DPR/DES Question: Please see B2 E19 Light Fixture Mounting Detail questions we have marked up in the document attached. For context, Sprig will be providing the E19 Light Fixture ONLY, however, we would need DES/Holmes to design t"
RFI-1546,Southline Office,architectural,18322.0,N/A,,,,,,,"Ref 1/A9.51: 1. Bar drum section cut calls out for a ""3form cylinder panel"". No specification for panel type or thickness is provided. Please provide specification for this material. 2. Please provide thickness & height of 3form panel"
RFI-37,Intuitive Surgical MOB,,18237.0,4,broad,high,clear,Implement a thorough review process for acoustical requirements in design documents to ensure all ne,"The RFI resulted from inadequate initial design specifications for noise mitigation, leading to a co",,"Comment on Submittal #233000-02 -Level 2 and 3 Ductwork Shop Drawings stated ""Per Salters recommendations, ISI has directed to provide gypsum board backed ACT (NRC 0.90 or above) to mitigate any potential noise from the following units."" Please confirm the product and locations of the gypsum board b"
RFI-1166,Southline Office,,17916.0,N/A,,,,,,,B1 North Penthouse Canopy Sprinkler Design
RFI-1008,Southline Office,fire_protection,17858.0,4.5,category_specific,high,clear,Ensure timely submission and approval of deferred submittals to avoid construction delays.,The RFI highlights the importance of managing deferred submittals to prevent construction delays.,,"Reference: BLDG2 - FP1.01, A10.01 The IBR is included in the fire sprinkler drawings which is a deferred submittal for the building permit set. The deferred submittal has not yet been submitted/approved, so the IBR cannot be inspected/signed off in time to meet the slab on grade pour date per the co"
RFI-1652.1,Southline Office,architectural,17633.0,4,category_specific,medium,partial,Ensure proper transition details are reviewed for compliance with health department requirements in ,The RFI highlights a design consideration for transitions that may affect compliance with health sta,,"Referenced Documents: A2.01, A10.01, 12/A9.60, RFI 1652, RFI 1752 Question: Due to Eco-Grip flooring thickness, we are unable to create a transition from floor to Glu-lam columns in the kitchen that would allow for a cleanable surface as required by the health department. Please confirm it is accept"
RFI-139,Intuitive Surgical MOB,architectural,17500.0,4,broad,high,clear,Implement a standardized review process for submittals that cross-references contract drawings to en,"The RFI revealed a significant miscommunication regarding the scope of AV niches, leading to a costl",,Reference: Submittal 064116-03-1 - Millwork Shop Drawings (Level 1) Enlarged Lobby Plan / A5.11 Detail 11 & 13/A5.12 Detail 1/A9.12 Question: RMW submittal comment for 064116-03-1 - Millwork Shop Drawings (Level 1) notes that no framed niche is in scope at Circulation 1002. RMW submittal comment als
RFI-159,Silicon Valley Office,,17445.0,N/A,,,,,,,"Ref: Attached DPRC RFI-052 with DPR markups, Timber Framing Details PK2-S4 Series; Please confirm: 1) Contract drawings (PK2-S4 Series) only show washers on top of base plate. Please confirm washers are required as highlighted in RED in the attached detail, below bottom of base plate. 2) Please conf"
RFI-150,Silicon Valley Office,,17445.0,N/A,,,,,,,"Ref: Attached RFI-150 DPR Markup; Question: Pieces 10091A at GL-3/A and 10092A at GL-3/L conflict with existing elevations for mass timber steel connections. GPLA, please provide solution to address elevation discrepancy while maintaining connection of mass timber to steel."
RFI-264,Silicon Valley Office,,17445.0,N/A,,,,,,,"Ref: Attached RFI-264 Markup with photos; At floor slab leading up to lobby elevator on Levels 2 and 3, there is no existing angle at the edge of slab. Additionally, there is no metal deck at these floor slabs. Therefore, Detail A/S5.1.3A cannot apply with existing conditions. QUESTION: Please provi"
RFI-59.1,Silicon Valley Office,,17445.0,N/A,,,,,,,"Ref: RFI-059, Attached 2024-12-12 GL3 MT Connections Fix - PRELIMINARY, Attached 2024-12-13 GL3 MT Connections Fix (Tentative) - 2024-12-12 Meeting Recap; While installing mass timber steel plates along GL-3. it was flagged that elevations of steel still varied from the required design elevation. Pl"
RFI-0559,Southline Office,,17386.0,N/A,,,,,,,"Reference: A8.00, A8.01 Q1: Please confirm that waterproofing details 1A and 1B A8.00/ Detail 8 are not applicable to the PSD waterproofing scope. Q2: If these waterproofing details are applicable to the PSD waterproofing scope, please provide a marked-up floor plan and cut section locating these co"
RFI-1524,Southline Office,"architectural, electrical, structural",17368.0,2,narrow,low,clear,Ensure all shelving installations are reviewed for weight and backing requirements.,"This RFI seeks clarification on shelving specifications, which is a routine detail.",,Please provide details for the revised and added wall-mounted shelving at Coffee and Bar back walls. Please also provide the fully loaded weight and backing requirements (flat strap or notch back).
RFI-1524.1,Southline Office,"architectural, electrical, structural",17368.0,2,narrow,low,unknown,Ensure all mounting details are verified during design phase.,This RFI addresses a routine clarification for mounting details without significant implications.,,Please provide updated mounting details for the revised and added wall-mounted shelving via Z-clips at Coffee and Bar back walls.
RFI-1156.1,Southline Office,structural,17304.0,N/A,,,,,,,"Referenced Documents: RFI 1156, A2.01, A4.02 Question: Please confirm that at all interior storefront glazing partitions the partition height is to be 15' high per the approved Walter's & Wolf Curtainwall Shop Drawings (13 and 14/2.03). If so, please provide a revised detail where the drop can go do"
RFI-1156,Southline Office,"architectural, structural",17304.0,N/A,,,,,,,"Referenced Documents: A2.01, A4.02 Question: There is a soffit above door 104 between rooms 101 and 104. Currently the designed soffit requires kickers and that is how it is shown in the model. There was a request from the design team to remove the kickers. To remove the kickers you would need to ad"
RFI-0895,Southline Office,,17036.0,3,category_specific,medium,partial,Ensure proper coordination of access panels and balancing dampers in future designs.,This RFI highlights a common coordination issue that can lead to minor rework.,,B2 - Remote Balancing Damper Location Clarification per Access Panel Coordination
RFI-1409.1,Southline Office,,16870.0,5,,high,,Immediate review and update of flashing details in the construction documents to prevent further wat,Critical water intrusion issues due to inadequate flashing details at plaster transitions.,,"Reference: SLP1 - RFI 1409 - PSD Flashings at Terracotta-Plaster Transitions Confirmation Details 19/A8.13, 20/A8.13 RFI 1409 provided head and sill details for plaster walls at Up-Turned beams at Tier 4 and 5 on NW and NE corners. However, after the RFI was answered, alternate details were provided"
RFI-126,Silicon Valley Office,,16736.0,N/A,,,,,,,"Ref: Attached RFI-126 Markup, 9/PK2-S3.4.2, Shop Drawing E106, 402A, 03-07-01; Question: Embed plate for collector is 1/2"" low. In order to bring embed to design elevation, please confirm it is acceptable to install a shim plate. 1) Please confirm a 11""x17""x1/2"" shim is acceptable to weld to embed. "
RFI-257,Silicon Valley Office,,16736.0,N/A,,,,,,,"Ref: Attached email correspondence; Please refer to responses provided in email - copied into the suggest answer box below. This is similar to RFI-126 and RFI-246. QUESTIONS: 1) In order to bring embed to design elevation, please confirm it is acceptable to install a shim plate. 2) Please confirm a "
RFI-255,Silicon Valley Office,,16736.0,N/A,,,,,,,"Ref: Attached DPR RFI-255 Markup; At HSS16x16x3/4 installed at GL-3/L-M, the steel does not reach GL-3/L column in field. A shim plate is proposed for the HSS connection. Questions: 1) Please confirm acceptable to add 1/4"" shim plate, to be dimensioned 1/2"" all around larger than p1803 - PL 1/4""x1'-"
RFI-246,Silicon Valley Office,,16736.0,N/A,,,,,,,"Ref: Attached RFI-246 Markup, 9/PK2-S3.4.2, Shop Drawing E2, Shop Drawing 03-07-01; At GL-M Shear Wall in field, the top of embed plate is flush with the top of GLT panel. Plywood sheathing is 23/32"" thick, meaning there will be approximately a 23/32"" gap between top of embed plate and bottom of col"
RFI-0697,Southline Office,,16721.0,N/A,,,,,,,"Reference: A4.02 Q1: Per conversation with Architect on 7/3, the clouded wall thickness will be updated. Please clarify and provide an updated sketch."
RFI-0663,Southline Office,,16721.0,N/A,,,,,,,References: A4.12 Q1: The C4 wall type does not have drywall on one side and instead has sheet metal. Enlarged roof plan shows C4 walls and shows note 479 for walls to be lined with sheet metal. Note 479 does not appear on other C4 walls at roof. Please see attached A4.12 and confirm sheet metal loc
RFI-1879,Southline Office,architectural,16658.0,4,category_specific,medium,partial,Ensure that any changes to wall structures are reviewed for code compliance and structural integrity,"The RFI highlights the need for careful consideration of plumbing encasement in design, which could ",,"Referenced Documents: A4.03, A9.73 Question: Please see photos on the next page. Along 5 line just south of GL B/5 there are four plumbing pipes that are out of the Trimark food service die walls. It seems the best way to encase them into the bar drum is to build a new pony wall under the bar top al"
RFI-1397,Southline Office,architectural,16115.0,N/A,,,,,,,"Referenced Documents: Sheet AR-08 from approved below grade shop drawings (4286), 20/A8.01 Question: Per detail 20/A8.01, the below grade waterproofing is shown to extend ""to edge of footing"". Approved below grade shop drawings (4286) sheet AR-08 currently shows the condition for waterproofing to te"
RFI-0797,Southline Office,"structural, concrete",16072.0,4,category_specific,medium,clear,Ensure that rebar detailing for DBAs is thoroughly reviewed and confirmed during design and construc,This RFI highlights the importance of verifying structural details to prevent potential issues durin,,"Reference: S2.07. S7.02 (Detail 17 and 18) Description: 1. Per attached photos and details the DBAs around the elevator overrun were only welded at 12"" O.C. per detail 15 & 19 / S7.02. Due to this the required added DBA's shown in detail 17 & 18 /S7.02 are not installed. Per discussion with SEOR the"
RFI-0797.1,Southline Office,structural_steel,16072.0,N/A,,,,,,,"Reference: RFI 0797 Q1: Q1: Per conversation with the SEOR, please confirm continuous #3 ties at 6"" OC are acceptable. Please note that this continuous #3 bar will be catching 8 DBA's. Q2: Showing added #5 dowels - per conversation with the SEOR, please confirm if additional reinforcement should be "
RFI-1388,Southline Office,,15937.0,4,category_specific,medium,partial,Ensure thorough review of existing utilities before conduit installation.,"The RFI highlights a coordination gap between conduit installation and existing utilities, which is ",,"Reference: R20 DL JT 4.0 For the section(PST) of JT being installed at the Linden Dollar Intersection, there is a conflict with the PGE HV duct bank and JT(PST). See attached. Per JT3.0 conduits for JT(PST) are to be installed at 55"" deep. However, due to the PG&E HV duct bank running through this r"
RFI-55,Abbott Alameda Office TI,,15861.0,4,broad,high,clear,Implement a checklist for structural detail verification during the design phase to ensure all neces,The lack of structural details in the design led to a costly change order for reinforcement of the g,,"Reference: RFI 55 - Abbott Alameda 1420 HBP - Grease Duct Framing Clarification ASK-13 R1 Sheet A2.1.2 Detail 2/S5.01 Attached Pictures Per detail 2 on ASK-13 R1, a new wide flange beam is being called out. However, no structural details were provided. Per the approved permit drawings, detail 2/S5.0"
RFI-1131,Southline Office,architectural,15789.0,4,category_specific,medium,partial,Ensure that all gate enclosure designs include necessary attachment details and signage requirements,This RFI highlights important design clarifications for gate enclosures that could affect compliance,,"Reference: SLP1 - RFI - 1131 - PSD Gate Enclosures under Stair #1 and Stair #2 Confirmation Email Correspondence between DPR and DES dated 11/03/2023 Sheets A7.10, A7.11, and A7.12 Background: In the drawings and in the model, some gate enclosure is shown underneath the stair #1 and stair #2. Per co"
RFI-273,Silicon Valley Office,,15555.0,N/A,,,,,,,"Ref: Attached DPR RFI-273 Markup; Due to discrepancies between the structural and civil drawings, and because the storm drains have already been installed, Concrete Team is proceeding with planter slab elevations based on the utilities plan. For planter at GL-8/ M, we are using the lowest storm drai"
RFI-1280,Southline Office,,15549.0,4.5,category_specific,medium,clear,Ensure adequate space for window treatment installation and maintenance in future designs.,The RFI highlights a design oversight regarding the accessibility of window treatments that should b,,"REF A4.01, 5/A9.33 As discussed onsite 1/5/2024, DPR brought up a concern of installation of the future North side Window Treatments, as well as the maintenance of the Day 1 East side window treatments. The concern is that with the narrowness and height of the soffit opening for the window treatment"
RFI-1058,Southline Office,architectural,15469.0,N/A,,,,,,,"Reference: A6.02/ Detail 2 and 8, A4.10/ Detail 2 Q1: There are no North or South elevations and no elevations capturing the shower mirrors within the the L1 Mens and Womens Shower Rooms (Room numbers 121 and 122). Please provide the listed elevations for rooms 121 and 122."
RFI-1775,Southline Office,,15333.0,4,category_specific,medium,partial,Ensure drainage requirements are reviewed in future median designs.,The RFI highlights the need for clear drainage specifications in median designs to prevent future is,,"Reference Drawing: C6.2 & C6.3 Currently in Offsite drawing C6.2 & 6.3, the area in the median of Southline Road does not call out for drainage and there are 4 trees to be planted. Teichert is currently working to install the curb in the median and there is an opportunity to ""T"" off the 12"" SD line "
RFI-1575,Southline Office,,15333.0,4,category_specific,medium,partial,Ensure all penetration details are included in design documents for bioretention systems.,"The absence of a penetration detail for the 6"" SD line through the bioretention retaining wall highl",,"Reference Drawing: C4.2 and L8.06 The 6"" SD line in the bioretention area at the east side of Building 1 connects to the 4"" perforated pipe that is in between the exterior building wall and the concrete retaining wall at bioretention area. See attached. The 6"" SD line penetrates through the structur"
RFI-0455,Southline Office,"structural, architectural",15179.0,N/A,,,,,,,"Ref: A2.02S, 12/S5.50, Submittal 0439-053100 B1 Steel Deck L2 to PH Bathroom Exhaust Shaft is at an angle to adjacent steel which causes the required deck edge to cantilever off the steel. Based on the max dimension from steel this is a confirming RFI that it is acceptable to utilize Detail 12/S5.50"
RFI-72,Silicon Valley Office,,14846.0,N/A,,,,,,,"detector, or can it be placed above elevator entry door on level 3?"
RFI-1248,Southline Office,architectural,14572.0,4.5,category_specific,medium,clear,Ensure door undercuts comply with NFPA 80 regulations in future designs.,This RFI highlights the need for careful consideration of door undercuts in relation to sloped floor,,"Reference: SLP1 - RFI1248 - PSD Door Bottoms to Accommodate Sloped Floors Confirmation Email Correspondence between DPRGC and DPR DFH Product Data for ASSA Abloy Door Bottom Product Data for NPG Door Bottom Background: With the concrete slab sloping, the doors at Tiers 2-5 will have an excessive und"
RFI-1390,Southline Office,,14455.0,N/A,,,,,,,"Reference: SLP1 - RFI 1390 - B1 Service Yard Roof Hatch Framing Modification Confirmation SLP1 - RFI 0590 - B1 Fire Pump Room Roof Hatch_Resp_R1 Background: Due to the service yard roof hatch model changing per RFI0590, Glazier Steel needed to modify their steel framing for this new roof hatch. Glaz"
RFI-0006,Southline Office,structural,14425.0,N/A,,,,,,,"Reference: Herrick_SK_25A (Attached) Sheet S5.01, S2.00, S5.43 1. Referencing Detail 6/S5.01 - Please provide locating dimensions for the 2"" DIA grout hole. 2. Referencing Detail 5/S5.43 & S2.00 - Per base plate schedule at BRBF, anchor bolt embed depth for Marks 'B & C' note 61"". However, this will"
RFI-1480.1,Southline Office,,14384.0,4.5,category_specific,high,clear,Ensure all doors intended for access control are specified with appropriate electrified hardware and,This RFI underscores the importance of aligning door hardware specifications with security requireme,,"Ref: RFI-1480, A9.20, Door HW Spec, SC2.01 Per DES response to RFI-1480, Door 136A is to be prepped for future card reader on the restaurant side of the opening. Current door hardware spec for door 136A does not include electrified hardware. Also, current security plan does not include Door 136A as "
RFI-0559.2,Southline Office,"architectural, exterior_envelope",13945.0,4,category_specific,medium,partial,Ensure detailed waterproofing specifications are reviewed and confirmed during the design phase to p,The RFI highlights the need for clear waterproofing details to avoid potential issues in constructio,,"Reference: A2.01, A7.01, A2.01S RFI 0559 - PSD Waterproofing Detail Clarification RFI 0559.1 - PSD Waterproofing Detail Clarification Q1: Please review and confirm attached markup on A2.01 for waterproofing details is accurate. Q2: Please provide another waterproofing detail similar to SKA-06 howeve"
RFI-1588,Southline Office,"plumbing, architectural",13765.0,5,,high,,Review and revise plumbing specifications to ensure compliance with ADA requirements and prevent fut,The RFI addresses a critical ADA compliance issue that could lead to significant rework and inspecti,,"Ref: 9/G1.02, A4.01, B1 RFI 1581 (still in progress) & AAN Submittal 4050 response: Submittal 4050-220000-0 B2 Water Closet Product Data was approved as noted back in May 2023. Per submittal response, the flushometer for all water closets is to be the Kohler Mach Tripoint K-10TD00K10. The height of "
RFI-2136.1,Southline Office,,13514.0,4,category_specific,medium,partial,Ensure wall height and reinforcement details are verified against design specifications in future pr,"The RFI highlights the need for design verification regarding wall dimensions and reinforcement, whi",,"The low plaque wall behind B2 was poured to a maximum of 1'-9"" above the north landscaping per detail 6/L8.02 with a thickness of 8"". Now that the DG on the south side of the wall installed, the height from DG to the TOW is 1'-5"". Per a conversation with DES, the desired elevation for TOW from DG is"
RFI-109,Silicon Valley Office,,13501.0,N/A,,,,,,,"Ref: A&B RFI-011, PK2-C6.3; Question: The existing 4"" domestic water line highlighted in blue has an existing invert elevation that is equivalent to the invert elevation of the new 12"" storm drain line. The existing 4"" DW line thus conflicts with the new 12"" storm drain line. A&B proposes (2) option"
RFI-1267,Southline Office,architectural,13463.0,N/A,,,,,,,"Referenced Documents: 20/A8.01, 04/A8.01 Question: Per MCA comments received on 12/22/23 on the curtainwall shop drawings (4199-084313-1 B2 WW Curtainwall shop drawings_R1) , MCA indicated that flashing was required at all perimeter conditions, however, additional clarification is required at the ex"
RFI-0976,Southline Office,,13218.0,N/A,,,,,,,B2 - Kitchen Equipment Updated Models
RFI-1422,Southline Office,architectural,13129.0,5,,high,,Review and update all door schedules to ensure compliance with egress requirements and confirm panic,Critical safety concerns regarding panic hardware on egress doors could lead to life safety violatio,,"Referenced Documents: RFI 1273, RFI 1180, Submittal 4425 WW Exterior Door Schedule, G2.01, A2.01, A9.20 Question: 1) Approved B2 Exterior Door schedule (4425) shows door type E104 to receive hardware type 01A (no panic hardware indicated in the notes). All other doors shown on the emergency egress p"
RFI-1018,Southline Office,"architectural, landscaping",12912.0,4,category_specific,medium,partial,Implement a checklist for verifying that all specification changes are reflected in the drawings bef,This RFI highlights the importance of ensuring that all specification changes are accurately documen,,"REF: BLDGSITE-L1.01 POST TO: BLDGSITE-L1.01 Please reference the attached files. Per response to submittal #4270-12-9313, several onsite furnishing specs were changed by the architect and resubmitted. These changes are not reflected in the drawings. Please confirm we are proceeding with these change"
RFI-1366,Southline Office,architectural,12863.0,N/A,,,,,,,"Referenced Documents: A2.01, A8.00, A8.01, Email Correspondence attached. Question: Per email correspondence between DES/DPR on 2/8, on the perimeter of the slab, the 1/2"" Insulfoam protection board is pushing out the stainless-steel flashing preventing proper adhesion to the top edge of slab requir"
RFI-311,Silicon Valley Office,,12798.0,N/A,,,,,,,"Ref: Attached RFI-311 DPR Markup Questions: 12"" storm drain line is in conflict with footing underneath retaining wall. It was discovered after excavation, that storm drain line would be located inside the footing. Question 1: Please confirm footing could be modified. Please confirm which option is "
RFI-1159,Southline Office,mechanical,12423.0,3,narrow,medium,partial,Ensure thorough review of mechanical shop drawings for coordination with architectural plans.,This RFI highlights a routine coordination issue in mechanical duct layout.,,"Reference: Submittal 4385 - B2 - ASI - Mechanical Duct Shop Drawings, BLDG2 M2.01, Seiho NTX Product Data Per coordination with DES, DPR, BMC, and ASI, the diffusers and associated duct layout for Group Exercise 108 as reflected on M2.01"
RFI-1347,Southline Office,,12247.0,N/A,,,,,,,B1 Knox Box & Exterior Strobe Locations
RFI-2114,Southline Office,,12163.0,N/A,,,,,,,PSD - Elevator Tower Roof Walkway Addition
RFI-0754,Southline Office,exterior_envelope,12067.0,N/A,,,,,,,"Ref: SLP1 - 4062-054000-2 B1 Exterior Framing Deferred Submittal Q1: There are 2 locations where there is bent plate missing for the unistrut attachment to edge of slab for the prefab exterior framing panels. This occurs at L2 on south side between gridlines 17.2, 17.9 and 18.3, 19. Please confirm i"
RFI-1052,Southline Office,,11989.0,N/A,,,,,,,"Ref: Spec Section 07 8116 dated 8/26/22 Per spec section 07-8116 Sprayed on Fireproofing sealer is required at below locations: 1. Elevator Shafts 2. Elevator Machine Rooms 3. Telephone Equipment Rooms 4. Air plenums and non-ducted air shafts Based on our understanding of the spec, please confirm at"
RFI-42,Silicon Valley Office,,11923.0,4,category_specific,medium,partial,Ensure that access to lighting and other critical systems is considered in future designs.,The RFI highlights the need for design considerations regarding access to lighting in future project,,"Currently, we have no access to the lights along the Atrium Gridline 2 Suggested answer We are proposing to add two weathertight 3'-0 x3'-0 HM doors. HM doors will be placed to align with bottom of clerestory (to ensure enough height for roofing upturn). Please confirm it is acceptable to use typica"
RFI-1333,Southline Office,structural,11864.0,N/A,,,,,,,Referenced Documents: S3.1 Question: Glazier Steel Lighthouse Shop Drawings did not account for Walter's & Wolf caulk joint dimension when determining the rough opening needed for the Glazing unit to be set in the lighthouse steel. Since we will have a snug fit of the glazing system with no room for
RFI-1414,Southline Office,,11813.0,N/A,,,,,,,"Ref QF100, QF101, QF301, QF401, and Submittal 4282-114000-1 B2 Custom Stainless Steel Fab Details R1 (pg K9), Submittal 4154-114000-0 B2 Food Service MEP Drawings: During the review of Submittal 4282, NGA identified that NGA originally had expected the refrigerators in Kitchen Equipment Piece 302 to"
RFI-0940,Southline Office,,11713.0,4.5,broad,high,clear,Ensure compliance with city specifications regarding expansion joint installation intervals.,The RFI highlights a change in city specifications for expansion joints that should be noted for fut,,"Reference: Offsite Drawing C10.0 detail 4 Offsite Drawing 4/C10.0(SSF Standard R-2A) Curb and Gutters are to be placed per City Standard Detail R-1. City Specification R-1 states that expansion joints shall be construction at a maximum of 50' intervals in concrete curbs, gutters, sidewalks, and at c"
RFI-1189,Southline Office,,11691.0,N/A,,,,,,,PSD Tier 6 Stair 2 Handrail Lighting
